"BASE","COUNTER","EXCHANGE","DATE","CLOSE","VOLUME","ATR","AMOUNT","TOTAL","DIRECTION","STOP","H_L"
"LTC","BTC","TREX","1506931200","0.01239450","2982515","0.00099337","16.31153000","0.20217326","SHORT","0.01438124","25"
"MTL","BTC","TREX","1506931200","0.00209351","1939954","0.00028799","56.26475000","0.11779082","SHORT","0.00266948","25"
"OK","BTC","TREX","1506931200","0.00006282","1720005","0.00001984","816.72930000","0.05130694","SHORT","0.00010250","25"
"OMG","BTC","TREX","1506931200","0.00219250","7724626","0.00026662","60.77510000","0.13324941","SHORT","0.00272573","25"
"STRAT","BTC","TREX","1506931200","0.00090784","5269990","0.00013053","124.13770000","0.11269717","SHORT","0.00116890","25"
"TRIG","BTC","TREX","1506931200","0.00021065","1376883","0.00006988","231.89110000","0.04884787","SHORT","0.00035040","25"
"XMR","BTC","TREX","1506931200","0.02122240","1183328","0.00230068","7.04288900","0.14946701","SHORT","0.02582375","25"
"ARK","BTC","TREX","1506931200","0.00065819","2124712","0.00010444","155.15450000","0.10212115","SHORT","0.00086706","11"
"EDG","BTC","TREX","1506931200","0.00016235","1961949","0.00004041","401.00440000","0.06510307","SHORT","0.00024317","11"
"ETH","BTC","TREX","1506931200","0.06900000","10830313","0.00328121","4.93823900","0.34073850","SHORT","0.07556241","11"
"LSK","BTC","TREX","1506931200","0.00124837","3717146","0.00017038","95.10482000","0.11872601","SHORT","0.00158912","11"
"LTC","BTC","TREX","1506931200","0.01239450","2982515","0.00099337","16.31153000","0.20217326","SHORT","0.01438124","11"
"MCO","BTC","TREX","1506931200","0.00185201","1667217","0.00047931","33.80609000","0.06260922","SHORT","0.00281062","11"
"MTL","BTC","TREX","1506931200","0.00209351","1939954","0.00028799","56.26475000","0.11779082","SHORT","0.00266948","11"
"OK","BTC","TREX","1506931200","0.00006282","1720005","0.00001984","816.72930000","0.05130694","SHORT","0.00010250","11"
"OMG","BTC","TREX","1506931200","0.00219250","7724626","0.00026662","60.77510000","0.13324941","SHORT","0.00272573","11"
"RDD","BTC","TREX","1506931200","0.00000026","1253712","0.00000005","349675.50000000","0.09091563","SHORT","0.00000036","11"
"STRAT","BTC","TREX","1506931200","0.00090784","5269990","0.00013053","124.13770000","0.11269717","SHORT","0.00116890","11"
"TRIG","BTC","TREX","1506931200","0.00021065","1376883","0.00006988","231.89110000","0.04884787","SHORT","0.00035040","11"
"XMR","BTC","TREX","1506931200","0.02122240","1183328","0.00230068","7.04288900","0.14946701","SHORT","0.02582375","11"
"1ST","BTC","TREX","1506985200","0.00010530","6668620","0.00001781","897.19460000","0.09447460","LONG","0.00006970","25"
"FUN","BTC","TREX","1506985200","0.00000757","1590680","0.00000087","18530.23000000","0.14027385","LONG","0.00000585","25"
"NEO","BTC","TREX","1506985200","0.00836341","42458920","0.00098811","16.16388000","0.13518516","LONG","0.00638720","25"
"NEO","ETH","TREX","1506985200","0.12350000","3226755","0.01363894","1.17103500","0.14462283","LONG","0.09622212","25"
"NEO","USDT","TREX","1506985200","36.40000000","13813102","4.90183800","0.00325831","0.11860220","LONG","26.59632400","25"
"1ST","BTC","TREX","1506985200","0.00010530","6668620","0.00001781","897.19460000","0.09447460","LONG","0.00006970","11"
"FUN","BTC","TREX","1506985200","0.00000757","1590680","0.00000087","18530.23000000","0.14027385","LONG","0.00000585","11"
"NEO","BTC","TREX","1506985200","0.00836341","42458920","0.00098811","16.16388000","0.13518516","LONG","0.00638720","11"
"NEO","ETH","TREX","1506985200","0.12350000","3226755","0.01363894","1.17103500","0.14462283","LONG","0.09622212","11"
"NEO","USDT","TREX","1506985200","36.40000000","13813102","4.90183800","0.00325831","0.11860220","LONG","26.59632400","11"
"XVG","BTC","TREX","1506985200","0.00000165","6992000","0.00000019","86285.96000000","0.14237184","LONG","0.00000128","11"
"IOP","BTC","TREX","1507046400","0.00116033","3632992","0.00021464","73.75968000","0.08558557","LONG","0.00073106","55"
"FUN","BTC","TREX","1507046400","0.00000757","1142044","0.00000085","18828.73000000","0.14253349","LONG","0.00000589","25"
"IOP","BTC","TREX","1507046400","0.00116033","3632992","0.00021464","73.75968000","0.08558557","LONG","0.00073106","25"
"BAT","BTC","TREX","1507046400","0.00005950","1891914","0.00000588","2696.10000000","0.16041795","LONG","0.00004776","11"
"FUN","BTC","TREX","1507046400","0.00000757","1142044","0.00000085","18828.73000000","0.14253349","LONG","0.00000589","11"
"IOP","BTC","TREX","1507046400","0.00116033","3632992","0.00021464","73.75968000","0.08558557","LONG","0.00073106","11"
